time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-05 00:00:00+00:00,6,6,53,22
2025-10-06 00:00:00+00:00,5,5,57,21
2025-10-07 00:00:00+00:00,5,5,54,27
2025-10-08 00:00:00+00:00,6,6,63,22
2025-10-09 00:00:00+00:00,1,1,60,27
2025-10-10 00:00:00+00:00,4,4,47,17
2025-10-11 00:00:00+00:00,5,5,38,19
2025-10-12 00:00:00+00:00,5,5,61,19
2025-10-13 00:00:00+00:00,7,7,29,18
2025-10-14 00:00:00+00:00,7,2,28,17
2025-10-15 00:00:00+00:00,22,7,37,21
2025-10-16 00:00:00+00:00,2,2,29,19
2025-10-17 00:00:00+00:00,20,5,37,22
2025-10-18 00:00:00+00:00,1,1,53,21
